time,r9i1p1f1,r8i1p1f1,r1i1p1f1,r11i1p1f1,r5i1p1f1,r7i1p1f1,r2i1p1f1,r3i1p1f1,r4i1p1f1,r6i1p1f1,r10i1p1f1
1979-01-15 12:00:00,21660705000000.0,20602186000000.0,20621690000000.0,22785074000000.0,25515591000000.0,21796350000000.0,19720602000000.0,21302004000000.0,20463663000000.0,18925660000000.0,22872990000000.0
1979-02-14 00:00:00,24375286000000.0,23755284000000.0,23752906000000.0,25501305000000.0,28488094000000.0,24318822000000.0,22990171000000.0,24293776000000.0,23347308000000.0,21604080000000.0,25905938000000.0
1979-03-15 12:00:00,26474570000000.0,26029507000000.0,25895040000000.0,27746307000000.0,30625472000000.0,26483888000000.0,25466986000000.0,26326710000000.0,25672743000000.0,23692570000000.0,28241641000000.0
1979-04-15 00:00:00,28167130000000.0,27501542000000.0,27511904000000.0,29123334000000.0,31759987000000.0,27973710000000.0,26724218000000.0,27706285000000.0,27282295000000.0,24940458000000.0,29590857000000.0
1979-05-15 12:00:00,28067026000000.0,27488510000000.0,27322372000000.0,29160056000000.0,31412908000000.0,27825550000000.0,26273624000000.0,27607500000000.0,27140913000000.0,24669864000000.0,29312644000000.0
1979-06-15 00:00:00,25240474000000.0,25106252000000.0,24660652000000.0,26312750000000.0,28458135000000.0,24902296000000.0,22945238000000.0,24889642000000.0,24332626000000.0,21740495000000.0,26837623000000.0
1979-07-15 12:00:00,18993610000000.0,20342680000000.0,18792575000000.0,20915400000000.0,22305936000000.0,19171310000000.0,15841345000000.0,18418038000000.0,18336008000000.0,15494885000000.0,21187760000000.0
1979-08-15 12:00:00,13599362000000.0,14801952000000.0,13107554000000.0,16067024000000.0,16433514000000.0,14528119000000.0,10361437000000.0,12875020000000.0,13522235000000.0,10558937000000.0,15448513000000.0
1979-09-15 00:00:00,11783272000000.0,12377531000000.0,10825362000000.0,14460977000000.0,14333866000000.0,12623651000000.0,8744619500000.0,11174553000000.0,11512466000000.0,8707059500000.0,13479248000000.0
1979-10-15 12:00:00,12938536000000.0,13122865000000.0,11973809000000.0,15383549000000.0,15267932000000.0,13295473000000.0,9627853000000.0,11667222000000.0,12111648000000.0,9535855000000.0,14639467000000.0
1979-11-15 00:00:00,15334168000000.0,15279694000000.0,14345252000000.0,17770807000000.0,17300376000000.0,15519275000000.0,12207000000000.0,13543416000000.0,14153768000000.0,11411331000000.0,17173746000000.0
1979-12-15 12:00:00,18613625000000.0,18371810000000.0,17604610000000.0,20944492000000.0,20335050000000.0,18380730000000.0,15978235000000.0,16653332000000.0,17226794000000.0,14898108000000.0,20405675000000.0
1980-01-15 12:00:00,22272287000000.0,22101027000000.0,21217969000000.0,24376938000000.0,24029470000000.0,22012555000000.0,19275106000000.0,19993436000000.0,20743870000000.0,18059255000000.0,24321624000000.0
1980-02-14 00:00:00,25152083000000.0,24965915000000.0,24200044000000.0,27205564000000.0,26764877000000.0,24784369000000.0,22409543000000.0,23367267000000.0,23583978000000.0,20785222000000.0,27433145000000.0
1980-03-15 12:00:00,26949773000000.0,26925945000000.0,26493042000000.0,29242250000000.0,28982687000000.0,26831630000000.0,25016008000000.0,25875192000000.0,26009705000000.0,23067140000000.0,29593919000000.0
1980-04-15 00:00:00,27966747000000.0,28277820000000.0,27523799000000.0,30430212000000.0,30319655000000.0,28310902000000.0,26821073000000.0,27323490000000.0,27467356000000.0,24497428000000.0,30925222000000.0
1980-05-15 12:00:00,27717735000000.0,27955435000000.0,27151693000000.0,30192215000000.0,30197227000000.0,28193782000000.0,26808443000000.0,27201844000000.0,27271704000000.0,24598536000000.0,30709392000000.0
1980-06-15 00:00:00,24756917000000.0,25039290000000.0,24537618000000.0,27587586000000.0,27155893000000.0,25636690000000.0,23632196000000.0,24496187000000.0,23820499000000.0,22022778000000.0,28141370000000.0
1980-07-15 12:00:00,18397140000000.0,18088376000000.0,18464056000000.0,23046107000000.0,21172016000000.0,19678726000000.0,17432045000000.0,18234342000000.0,16679298000000.0,16033346000000.0,21919238000000.0
1980-08-15 12:00:00,12743812000000.0,12252890000000.0,12670630000000.0,18911412000000.0,15717295000000.0,14275878000000.0,12190954000000.0,12544289000000.0,11315706000000.0,10529298000000.0,15972197000000.0
1980-09-15 00:00:00,10627066000000.0,10045566000000.0,10686990000000.0,17076314000000.0,13445376000000.0,12528596000000.0,9885862000000.0,10561554000000.0,9331883000000.0,8550734000000.0,13673805000000.0
1980-10-15 12:00:00,11735877000000.0,11386551000000.0,11579316000000.0,17761686000000.0,14071407000000.0,13200712000000.0,10922880000000.0,11675883000000.0,10533862000000.0,9634184000000.0,14376013000000.0
1980-11-15 00:00:00,14190024000000.0,13598680000000.0,13800645000000.0,19932184000000.0,16168589000000.0,15385238000000.0,13289234000000.0,13979873000000.0,13213676000000.0,12010589000000.0,16480550000000.0
1980-12-15 12:00:00,17672757000000.0,16909503000000.0,16947498000000.0,22801788000000.0,19049786000000.0,18746930000000.0,16834349000000.0,17469303000000.0,16631625000000.0,15745483000000.0,19284020000000.0
1981-01-15 12:00:00,21579698000000.0,20369868000000.0,20618429000000.0,26090500000000.0,22014455000000.0,22570282000000.0,21148878000000.0,21345786000000.0,20050986000000.0,19315655000000.0,22976408000000.0
1981-02-14 00:00:00,24631440000000.0,23324715000000.0,23550484000000.0,28777327000000.0,24666540000000.0,25705941000000.0,24233007000000.0,24396977000000.0,23115787000000.0,22323743000000.0,25695225000000.0
1981-03-15 12:00:00,26777260000000.0,25605420000000.0,25622712000000.0,30803010000000.0,26686419000000.0,27969104000000.0,26422463000000.0,26708527000000.0,25562995000000.0,24661864000000.0,27739960000000.0
1981-04-15 00:00:00,28166492000000.0,27169972000000.0,27053672000000.0,32329767000000.0,27776770000000.0,29410493000000.0,27669043000000.0,28112885000000.0,27056211000000.0,25778964000000.0,29113104000000.0
1981-05-15 12:00:00,27857661000000.0,26951530000000.0,26899043000000.0,32316678000000.0,27532393000000.0,29318040000000.0,27245544000000.0,27835303000000.0,26873724000000.0,25445527000000.0,28835957000000.0
1981-06-15 00:00:00,25005878000000.0,23791187000000.0,23928127000000.0,29675950000000.0,24516898000000.0,26344302000000.0,24347840000000.0,24677389000000.0,24057440000000.0,22922448000000.0,25889643000000.0
1981-07-15 12:00:00,19781743000000.0,16399699000000.0,17594543000000.0,24269690000000.0,18531997000000.0,19626558000000.0,17751030000000.0,18211170000000.0,18037621000000.0,17458088000000.0,20290399000000.0
1981-08-15 12:00:00,15326643000000.0,10325632000000.0,12250609000000.0,19124923000000.0,13551637000000.0,13854308000000.0,12241613000000.0,12857589000000.0,12405086000000.0,12049006000000.0,15518834000000.0
1981-09-15 00:00:00,13457709000000.0,7832382500000.0,10713220000000.0,17107468000000.0,11535060000000.0,11803097000000.0,10166595000000.0,11031198000000.0,10238791000000.0,10111154000000.0,13883786000000.0
1981-10-15 12:00:00,13978446000000.0,9482996000000.0,11868935000000.0,17740337000000.0,12180304000000.0,12922223000000.0,10876633000000.0,11860964000000.0,11285041000000.0,10749647000000.0,14537748000000.0
1981-11-15 00:00:00,16188549000000.0,11926506000000.0,14464374000000.0,19755709000000.0,14048849000000.0,15149276000000.0,12817751000000.0,13862826000000.0,13648346000000.0,12776639000000.0,16485756000000.0
1981-12-15 12:00:00,19419510000000.0,15429908000000.0,17870075000000.0,22804777000000.0,17267786000000.0,18079703000000.0,15572048000000.0,17157629000000.0,16358635000000.0,16105928000000.0,19621021000000.0
1982-01-15 12:00:00,22809770000000.0,19447763000000.0,21559861000000.0,26148780000000.0,20925704000000.0,21205306000000.0,19236043000000.0,20649278000000.0,19849382000000.0,19689646000000.0,23150423000000.0
1982-02-14 00:00:00,25902760000000.0,22600688000000.0,24373630000000.0,28755578000000.0,23789996000000.0,23852743000000.0,22411470000000.0,23518511000000.0,22656820000000.0,22453074000000.0,25818068000000.0
1982-03-15 12:00:00,28479430000000.0,24943276000000.0,26643217000000.0,30472560000000.0,25834012000000.0,26135585000000.0,24673966000000.0,25893573000000.0,24688700000000.0,24396392000000.0,27836685000000.0
1982-04-15 00:00:00,30068961000000.0,26289840000000.0,28049345000000.0,31692165000000.0,27196830000000.0,27165651000000.0,26210785000000.0,27239240000000.0,25589308000000.0,25829480000000.0,29441938000000.0
1982-05-15 12:00:00,29953160000000.0,25981092000000.0,27790422000000.0,31162236000000.0,26822243000000.0,26731453000000.0,25924123000000.0,27079437000000.0,24871591000000.0,25436210000000.0,29257233000000.0
1982-06-15 00:00:00,26931265000000.0,23254463000000.0,24631424000000.0,27818335000000.0,23924216000000.0,23690637000000.0,22571210000000.0,23995726000000.0,21344792000000.0,22492953000000.0,26623010000000.0
1982-07-15 12:00:00,20416639000000.0,17690211000000.0,18625060000000.0,21968852000000.0,18132150000000.0,18173110000000.0,15750853000000.0,17625805000000.0,14813604000000.0,16107054000000.0,20574238000000.0
1982-08-15 12:00:00,15184628000000.0,12091839000000.0,13317970000000.0,16966752000000.0,12994002000000.0,13638620000000.0,10243878000000.0,12583354000000.0,9642299000000.0,10792055000000.0,15320223000000.0
1982-09-15 00:00:00,13534394000000.0,9765862000000.0,11222383000000.0,14943607000000.0,11101916000000.0,12052034000000.0,8473889700000.0,10481467000000.0,7698735000000.0,9032790000000.0,13537536000000.0
1982-10-15 12:00:00,14352774000000.0,10856829000000.0,12079302000000.0,15339643000000.0,11662728000000.0,12730389000000.0,9527444000000.0,11124580000000.0,8970322000000.0,10027217000000.0,14316415000000.0
1982-11-15 00:00:00,16538651000000.0,12999391000000.0,14503794000000.0,17078179000000.0,13501527000000.0,14505782000000.0,11300473000000.0,13323459000000.0,11684700000000.0,12210350000000.0,16295102000000.0
1982-12-15 12:00:00,19708740000000.0,16490211000000.0,17585354000000.0,19853969000000.0,17039324000000.0,17528951000000.0,14095628000000.0,16718483000000.0,15124799000000.0,15584564000000.0,19134170000000.0
1983-01-15 12:00:00,23070799000000.0,20139781000000.0,20865845000000.0,23252127000000.0,20782869000000.0,20888546000000.0,17806943000000.0,20213668000000.0,18786829000000.0,19738873000000.0,22311541000000.0
1983-02-14 00:00:00,25743086000000.0,22805358000000.0,23897775000000.0,26224343000000.0,23870970000000.0,23897907000000.0,21047190000000.0,23307580000000.0,21614582000000.0,22591012000000.0,24874253000000.0
1983-03-15 12:00:00,28081629000000.0,25348582000000.0,26100346000000.0,28787375000000.0,26132040000000.0,26043046000000.0,23405202000000.0,25903365000000.0,23697864000000.0,24609051000000.0,26841612000000.0
1983-04-15 00:00:00,29338582000000.0,26911074000000.0,27582033000000.0,30092776000000.0,27214578000000.0,27037444000000.0,25096014000000.0,27511818000000.0,24916800000000.0,25830422000000.0,28103103000000.0
1983-05-15 12:00:00,29188564000000.0,26811540000000.0,27297176000000.0,29713769000000.0,26919618000000.0,26659994000000.0,24780380000000.0,27328590000000.0,24550213000000.0,25596059000000.0,27886266000000.0
1983-06-15 00:00:00,26569794000000.0,24209082000000.0,24186521000000.0,26643079000000.0,24183851000000.0,23498743000000.0,21594990000000.0,24403400000000.0,22030208000000.0,22511633000000.0,25381898000000.0
1983-07-15 12:00:00,21016450000000.0,18484760000000.0,18481592000000.0,20305310000000.0,18062636000000.0,17032957000000.0,15355731000000.0,17962763000000.0,16293032000000.0,15360071000000.0,19950136000000.0
1983-08-15 12:00:00,16210704000000.0,13294438000000.0,13407047000000.0,14956708000000.0,12942767000000.0,11730669000000.0,10233266000000.0,12277573000000.0,11052246000000.0,9502723000000.0,15089132000000.0
1983-09-15 00:00:00,14178465000000.0,11180492000000.0,11660784000000.0,13157414000000.0,10976852000000.0,10023552000000.0,8624789000000.0,10137893000000.0,8980816000000.0,7500091400000.0,13407930000000.0
1983-10-15 12:00:00,14778623000000.0,12097369000000.0,12795579000000.0,14027600000000.0,11616058000000.0,10960704000000.0,9739719000000.0,10895894000000.0,9974846000000.0,8901516000000.0,13793241000000.0
1983-11-15 00:00:00,16833988000000.0,14275576000000.0,15108617000000.0,16576772000000.0,14000937000000.0,12987084000000.0,12322739000000.0,12820299000000.0,12318738000000.0,11519238000000.0,15441915000000.0
1983-12-15 12:00:00,20170148000000.0,17533425000000.0,18109040000000.0,20045570000000.0,16886988000000.0,16224130000000.0,15602829000000.0,16241704000000.0,15369169000000.0,14890076000000.0,18655522000000.0
1984-01-15 12:00:00,23792844000000.0,21557362000000.0,21159112000000.0,23869683000000.0,19924817000000.0,19904745000000.0,19268850000000.0,19664785000000.0,18946068000000.0,18460527000000.0,21529828000000.0
1984-02-14 00:00:00,26838910000000.0,24743684000000.0,23841382000000.0,26536174000000.0,22750626000000.0,22738614000000.0,22207646000000.0,22246672000000.0,22047976000000.0,21201871000000.0,24239946000000.0
1984-03-15 12:00:00,28985757000000.0,26787996000000.0,26063665000000.0,28749400000000.0,25156517000000.0,24779210000000.0,24506895000000.0,24144510000000.0,24478940000000.0,23412513000000.0,26413262000000.0
1984-04-15 00:00:00,30813878000000.0,27988041000000.0,27382795000000.0,30117032000000.0,26541015000000.0,25969927000000.0,26105604000000.0,25398667000000.0,25566867000000.0,24808494000000.0,27902360000000.0
1984-05-15 12:00:00,30793989000000.0,27604694000000.0,26879461000000.0,30015576000000.0,26259841000000.0,25385404000000.0,25949815000000.0,25298821000000.0,25209948000000.0,24409054000000.0,27634784000000.0
1984-06-15 00:00:00,28443838000000.0,24938077000000.0,23824989000000.0,27403100000000.0,22848005000000.0,22415837000000.0,22931340000000.0,22718435000000.0,22342020000000.0,20926712000000.0,24184692000000.0
1984-07-15 12:00:00,23119200000000.0,19302644000000.0,17541672000000.0,20943011000000.0,15797062000000.0,16448238000000.0,16400600000000.0,16187048000000.0,16082525000000.0,13988800000000.0,17549926000000.0
1984-08-15 12:00:00,17660050000000.0,13395097000000.0,11933936000000.0,14823157000000.0,10688842000000.0,11514354000000.0,10568460000000.0,10365614000000.0,10472569000000.0,8258430400000.0,12761979000000.0
1984-09-15 00:00:00,15671025000000.0,11255886000000.0,10068957000000.0,12611785000000.0,8990225000000.0,9613724000000.0,8544654000000.0,8411508000000.0,8302687700000.0,6315644600000.0,11054664000000.0
1984-10-15 12:00:00,16655350000000.0,12058393000000.0,11052666000000.0,13138006000000.0,9745496000000.0,10287665000000.0,9897315000000.0,9526409000000.0,8821387000000.0,7354854700000.0,11926885000000.0
1984-11-15 00:00:00,18994690000000.0,14207550000000.0,13540182000000.0,15320740000000.0,11769647000000.0,12378075000000.0,12659297000000.0,11671119000000.0,11015041000000.0,9458628000000.0,14083976000000.0
1984-12-15 12:00:00,22410670000000.0,17359067000000.0,16332406000000.0,18500194000000.0,14967915000000.0,15556445000000.0,15693100000000.0,14333329000000.0,14175148000000.0,12799867000000.0,17385855000000.0
1985-01-15 12:00:00,26048760000000.0,20751120000000.0,19818049000000.0,22158248000000.0,18533409000000.0,19701992000000.0,19195080000000.0,17641725000000.0,17761082000000.0,16712609000000.0,20835547000000.0
1985-02-14 00:00:00,28694014000000.0,23752121000000.0,22982920000000.0,24961893000000.0,21560623000000.0,22943325000000.0,22347933000000.0,20555219000000.0,20684570000000.0,19431145000000.0,24019540000000.0
1985-03-15 12:00:00,30593243000000.0,26041528000000.0,25215407000000.0,27156764000000.0,23928502000000.0,25199924000000.0,24847755000000.0,22956525000000.0,22432702000000.0,21765980000000.0,26421960000000.0
1985-04-15 00:00:00,31933721000000.0,27217890000000.0,26306670000000.0,28405265000000.0,25528384000000.0,26690921000000.0,26125250000000.0,24499870000000.0,23748426000000.0,23254568000000.0,27901299000000.0
1985-05-15 12:00:00,31742840000000.0,26879266000000.0,25944543000000.0,28246798000000.0,25399713000000.0,26241848000000.0,25934002000000.0,23908445000000.0,23560018000000.0,23049785000000.0,27990800000000.0
1985-06-15 00:00:00,28786823000000.0,24365450000000.0,22754030000000.0,25236780000000.0,22004705000000.0,23379440000000.0,23216775000000.0,20226012000000.0,20668900000000.0,19749710000000.0,25469573000000.0
1985-07-15 12:00:00,22030326000000.0,18668799000000.0,16034954000000.0,18814463000000.0,15573751000000.0,16498836000000.0,16772465000000.0,13221556000000.0,14458775000000.0,13298959000000.0,19353129000000.0
1985-08-15 12:00:00,16718018000000.0,13219633000000.0,10817674000000.0,13632732000000.0,10291658000000.0,10532358000000.0,10743777000000.0,7976665500000.0,9295159000000.0,7691968700000.0,13778803000000.0
1985-09-15 00:00:00,14737430000000.0,11389291000000.0,9125548000000.0,11682051000000.0,8290292000000.0,8457089400000.0,8693445000000.0,6305159300000.0,7468232500000.0,5508359500000.0,12067795000000.0
1985-10-15 12:00:00,15313691000000.0,12015687000000.0,10341138000000.0,12313346000000.0,9445911000000.0,9107798000000.0,9825969000000.0,7175179600000.0,8243173700000.0,6333613000000.0,12933178000000.0
1985-11-15 00:00:00,17509301000000.0,14179560000000.0,12785407000000.0,14776021000000.0,11784038000000.0,11169520000000.0,12162008000000.0,9056589000000.0,10238747000000.0,8721477400000.0,14821337000000.0
1985-12-15 12:00:00,20975073000000.0,17709260000000.0,15915077000000.0,18004526000000.0,15028284000000.0,14711559000000.0,15448323000000.0,12230166000000.0,13397020000000.0,12155412000000.0,17839839000000.0
1986-01-15 12:00:00,24840526000000.0,21597677000000.0,19749338000000.0,21814596000000.0,18706785000000.0,18226728000000.0,19122314000000.0,16405927000000.0,16957561000000.0,16042376000000.0,21458390000000.0
1986-02-14 00:00:00,27582976000000.0,24450808000000.0,22877785000000.0,24732557000000.0,21663073000000.0,21189510000000.0,21627890000000.0,19514990000000.0,19989984000000.0,19115041000000.0,24165190000000.0
1986-03-15 12:00:00,29577740000000.0,26654106000000.0,24981060000000.0,26878996000000.0,23890600000000.0,23513082000000.0,23685109000000.0,21621476000000.0,22401270000000.0,21677382000000.0,26483024000000.0
1986-04-15 00:00:00,30985882000000.0,27737218000000.0,26310187000000.0,28206602000000.0,24971015000000.0,24822659000000.0,25102000000000.0,23185045000000.0,24172089000000.0,23542448000000.0,28024636000000.0
1986-05-15 12:00:00,30863760000000.0,27234681000000.0,26078263000000.0,28103634000000.0,24632619000000.0,24401272000000.0,25095825000000.0,23135605000000.0,24043497000000.0,23366858000000.0,27910027000000.0
1986-06-15 00:00:00,27994916000000.0,24045337000000.0,23593543000000.0,25424990000000.0,21885130000000.0,21618087000000.0,22450889000000.0,19970673000000.0,21057033000000.0,20280253000000.0,25421828000000.0
1986-07-15 12:00:00,21294209000000.0,17866880000000.0,17130003000000.0,19764244000000.0,15571354000000.0,15493188000000.0,16155912000000.0,13290574000000.0,14274762000000.0,13662176000000.0,19885413000000.0
1986-08-15 12:00:00,15245418000000.0,12546747000000.0,11081394000000.0,14305731000000.0,10516883000000.0,9981971000000.0,10529972000000.0,7964455000000.0,8839868000000.0,7945540600000.0,15166079000000.0
1986-09-15 00:00:00,13371568000000.0,10547603000000.0,9342285000000.0,12446891000000.0,8607336000000.0,8247804700000.0,8394800000000.0,6118332400000.0,7095514600000.0,6294968000000.0,13282924000000.0
1986-10-15 12:00:00,14107906000000.0,11242947000000.0,10183915000000.0,13226803000000.0,9558893000000.0,8837185000000.0,9467825000000.0,7068399400000.0,8096999500000.0,7728487500000.0,13812264000000.0
1986-11-15 00:00:00,16543048000000.0,13560755000000.0,12069815000000.0,15330715000000.0,11721259000000.0,10810171000000.0,12057240000000.0,9205090000000.0,10035424000000.0,10175644000000.0,15822957000000.0
1986-12-15 12:00:00,19440444000000.0,16981853000000.0,15028105000000.0,18484608000000.0,14749467000000.0,14828117000000.0,15501862000000.0,12682984000000.0,13794523000000.0,13450497000000.0,19119026000000.0
1987-01-15 12:00:00,22940339000000.0,21286806000000.0,18229330000000.0,21887462000000.0,18272825000000.0,18893460000000.0,19006826000000.0,16804747000000.0,17429386000000.0,17216639000000.0,22919627000000.0
1987-02-14 00:00:00,26108207000000.0,24150224000000.0,21150803000000.0,24694097000000.0,21524233000000.0,22206743000000.0,22111945000000.0,19609567000000.0,20613945000000.0,20387310000000.0,25725415000000.0
1987-03-15 12:00:00,28331878000000.0,26396387000000.0,23759717000000.0,26754186000000.0,23876474000000.0,24462854000000.0,24536804000000.0,21891419000000.0,22937210000000.0,22880420000000.0,27901733000000.0
1987-04-15 00:00:00,29559127000000.0,28158133000000.0,25553059000000.0,27757308000000.0,25014750000000.0,25980295000000.0,26256505000000.0,23336262000000.0,24124260000000.0,24254130000000.0,29186148000000.0
1987-05-15 12:00:00,29119123000000.0,28033327000000.0,25541747000000.0,27571510000000.0,24801601000000.0,25611846000000.0,26168089000000.0,23252100000000.0,23875280000000.0,23920585000000.0,28753716000000.0
1987-06-15 00:00:00,25940411000000.0,24950182000000.0,22238225000000.0,24781584000000.0,21749454000000.0,22482241000000.0,22972425000000.0,20660580000000.0,21480730000000.0,20879057000000.0,25516397000000.0
1987-07-15 12:00:00,19384119000000.0,18470362000000.0,14938655000000.0,19264776000000.0,14745909000000.0,14974480000000.0,17459946000000.0,14708069000000.0,16188093000000.0,14498179000000.0,19307786000000.0
1987-08-15 12:00:00,13960299000000.0,12813330000000.0,9211628000000.0,14528165000000.0,9178490000000.0,8794574700000.0,12215369000000.0,9115674000000.0,10893912000000.0,9275817000000.0,14286366000000.0
1987-09-15 00:00:00,12224135000000.0,10752522000000.0,7292999000000.0,12605464000000.0,7440308400000.0,6765065300000.0,10193559000000.0,7242928000000.0,8908985000000.0,7514415400000.0,12337908000000.0
1987-10-15 12:00:00,13105791000000.0,11389945000000.0,8179368000000.0,13011537000000.0,8430085500000.0,8070349000000.0,11343968000000.0,8018016000000.0,9618622000000.0,8399721000000.0,12795846000000.0
