time,r1i1p1f1,r2i1p1f1,r5i1p1f1,r4i1p1f1,r3i1p1f1,r7i1p1f1,r6i1p1f1,r9i1p1f1,r10i1p1f1,r8i1p1f1,r1i1p3f1,r10i1p3f1,r2i1p3f1,r3i1p3f1,r9i1p3f1,r8i1p3f1,r4i1p3f1,r5i1p3f1,r6i1p3f1,r102i1p1f1,r101i1p1f1,r3i1p1f3,r5i1p1f2,r10i1p1f2,r11i1p1f2,r4i1p1f2,r9i1p1f2,r6i1p1f2,r7i1p1f2,r8i1p1f2,r3i1p1f2,r2i1p1f3,r4i1p1f3,r5i1p1f3,r1i1p1f2,r2i1p1f2,r1i1p1f3,r3i1p5f1,r6i1p5f1,r10i1p5f1,r7i1p5f1,r8i1p5f1,r2i1p5f1,r4i1p5f1,r1i1p5f1,r9i1p5f1
2007-06-16 00:00:00,5.5652943,5.292429,5.038068,4.3286977,4.782105,5.1248636,4.8296156,4.5596905,4.6981974,4.9623775,4.6471095,4.7705975,5.2212796,4.3222504,4.793215,4.8679247,4.688689,4.6156406,5.37864,4.925928,4.981104,5.1493874,4.468887,5.2903495,5.61688,5.132025,4.9525185,5.940211,4.605133,5.044527,4.9480057,4.386175,4.8484473,4.675521,4.9518476,5.67215,5.2630615,5.155778,5.2425785,5.189001,4.746209,5.040461,4.825028,5.442301,5.1637483,4.640805
2007-07-16 12:00:00,4.4504232,5.118661,4.761722,4.9776525,4.9336114,5.0081196,4.4450026,4.910374,5.0256205,4.8316116,4.429626,5.4589624,5.5554724,4.9323,4.6899548,5.115217,5.1365476,4.2810163,4.203362,4.2289567,4.6183915,4.7213736,4.9251122,5.111866,4.7676697,5.2446647,5.3197074,4.2706933,5.360555,5.0200276,5.2568393,4.9873624,4.6205726,5.0198736,4.813345,5.9018383,4.5416555,5.0131836,5.101595,4.6926107,4.2511926,5.2539797,4.53931,4.269985,4.694048,4.7100472
2007-08-16 12:00:00,4.846684,5.6808624,4.4324083,4.8145237,4.587143,5.538246,4.965937,5.3935304,5.052309,5.0660424,5.1658683,5.8945236,5.2104254,5.2609587,5.6914096,5.027043,4.8223915,5.1784277,5.0483084,4.5359898,4.626392,4.516326,5.028372,4.825387,4.8768363,5.308366,4.99036,4.7064295,4.98881,5.01103,5.4917426,4.8274207,5.004133,5.3305926,5.168151,4.906385,5.0136847,4.525533,5.72918,5.5778704,5.432903,4.853933,5.3943267,4.9081407,4.907377,5.563929
2007-09-16 00:00:00,5.1342382,5.4507895,5.4807076,5.4985247,5.4890065,5.171859,5.5824833,5.738762,5.6359386,5.205944,5.646036,5.155031,5.4258065,5.2787485,5.8127604,5.075653,5.3241153,5.782893,5.40699,5.453464,5.254647,5.800743,5.8061466,5.1767793,5.2507014,5.222527,5.6311855,5.6746674,5.5558643,5.1087356,5.165463,5.253494,5.4305935,5.5116286,5.6198115,5.528564,5.97976,5.238921,5.7912197,5.7432685,5.3063626,5.503926,5.3486567,5.387855,5.7419453,4.995184
2007-10-16 12:00:00,6.252317,6.2466145,5.596587,6.0270767,5.4797516,5.5498686,5.5096025,5.8138766,5.8481607,6.0702295,6.6077595,6.065204,5.758668,5.5038776,6.611229,6.510096,6.2738853,6.11644,6.136638,6.091488,5.572809,6.3075976,5.384798,6.46797,5.4012594,6.0219617,5.383728,6.382384,5.9353194,5.9613686,5.9027185,5.6110425,5.44541,5.7881384,5.7442417,5.295626,5.9793406,6.13089,5.9822125,6.2726073,5.609604,6.362458,5.954721,6.6441345,5.821483,6.0556927
2007-11-16 00:00:00,5.310915,6.240156,5.4428687,5.463345,6.3085895,6.378123,5.5472107,6.061186,5.6349196,5.896319,6.2567935,5.9017706,5.8200827,6.2854786,6.044475,5.8320813,5.529029,5.7301717,5.8071537,6.337273,5.5710125,5.577715,5.727159,6.329127,6.0934105,6.059622,5.3861527,5.8379083,5.716513,6.076353,6.4087234,5.6670547,5.8606896,6.005743,6.181357,5.2168026,6.289525,6.056898,5.692663,6.497118,6.286433,5.6362114,6.236726,6.5098834,5.5406337,5.8349195
2007-12-16 12:00:00,5.97772,5.1549063,5.760238,5.452094,6.5730786,6.3728886,6.353407,5.7880282,5.9346304,6.095434,5.490208,5.4601355,6.2031136,5.934533,5.8897223,5.8726482,6.1756115,5.59891,6.887438,5.635732,5.6965733,5.302509,4.830537,5.7640843,5.823805,5.6611905,6.3817344,5.8498025,5.8954186,5.547946,6.132856,6.3710957,5.6059966,5.5782685,5.8150883,6.7671337,5.728124,5.547632,6.19306,6.159441,5.551935,5.4772944,5.320674,5.7732725,5.9938846,5.7328496
2008-01-16 12:00:00,5.728798,5.393713,5.177025,6.3479633,5.733774,6.424724,5.7662053,5.6712804,5.734849,5.4548397,5.575475,5.7668314,5.1860867,5.3153176,6.2079444,6.0227976,5.72389,5.823185,5.631667,6.5994697,5.9037714,5.5603356,5.816663,6.2309523,5.3836346,5.728148,5.6225185,5.8203535,5.7717524,5.6816363,5.9294643,5.605856,5.327604,5.8402443,5.5863285,6.1026406,4.871657,5.1710305,5.96201,6.072785,6.202729,5.7625833,6.3000174,6.6091695,5.895909,5.59073
2008-02-15 00:00:00,5.8773155,5.6438107,6.0679364,4.9927926,5.5639763,5.320606,5.124625,5.5307508,5.3638105,4.957551,6.074347,5.7045245,5.8847995,5.833562,5.7986903,5.842821,5.639724,5.676978,5.435876,5.142043,5.3452587,5.9967923,5.8967657,6.0138574,5.5228434,5.215554,5.8664293,5.3648663,5.101122,5.4902964,5.933287,5.475796,5.6103168,5.2202816,6.2115192,5.45204,5.49378,5.4872365,5.2559953,5.712099,5.5788474,5.896001,5.6523514,6.609788,5.006508,5.0225368
2008-03-16 12:00:00,5.803165,5.923895,5.2444534,6.151603,5.9384985,5.428092,5.327292,5.531895,5.954545,5.2469063,5.670137,5.5996227,5.304411,5.2780933,6.0076313,5.59705,5.199367,5.630862,5.125562,5.269738,5.1525855,5.29481,5.6590085,5.688956,5.3773556,5.426001,4.5697446,5.467721,5.0327783,5.4705997,5.571065,5.8016224,5.325411,5.4774647,6.0756664,5.5789814,5.3849335,5.327138,5.664341,5.6406665,5.462183,5.8659143,5.547283,5.5159683,5.551104,4.998654
2008-04-16 00:00:00,5.102398,5.4394455,5.793068,4.9341235,5.134987,5.961317,5.344624,6.2708225,5.3819375,6.1204214,5.421448,6.321338,6.628703,5.2057056,6.027033,5.766382,5.546767,5.161875,5.3333044,5.4358497,4.7911005,5.530559,6.871705,5.9666147,5.093244,4.9630523,5.600815,5.19425,5.318946,5.783163,5.9394345,5.249527,5.634432,5.607631,4.9243097,5.360566,6.012523,5.5639224,6.1052847,5.4385777,6.3377447,5.330127,5.841979,5.6355577,5.894288,6.5342126
2008-05-16 12:00:00,5.134531,5.6383886,5.9144483,5.419393,5.392152,5.741012,4.853207,5.0164003,5.2422256,5.491261,6.208834,4.9844127,5.435511,5.586267,5.6861897,5.1480794,5.8553987,5.320284,5.349154,5.8991013,5.433726,4.753234,5.4166493,5.5185814,5.598105,5.7736483,6.0612307,5.4951663,4.9835334,5.042204,5.762319,6.1329856,5.082828,4.8639584,5.1596775,5.2375536,4.7630506,4.5931387,5.6450696,5.8860617,5.5454154,4.9955044,4.533864,5.449259,5.353952,5.207964
2008-06-16 00:00:00,4.6294,5.592325,4.5085864,5.419287,5.0449014,4.9821787,4.64538,4.3124447,5.5906043,4.8751674,5.3699927,4.6009607,4.330564,4.8008413,4.4673557,5.3122663,5.0287085,4.562527,5.064069,5.503611,5.193599,5.6366024,4.7887707,5.389983,4.5303564,5.119375,5.2634015,4.7637386,4.490505,5.3706555,4.624604,4.5956535,4.8942084,4.3722095,5.0215406,5.220394,5.845229,5.15306,4.2604527,4.902333,4.7198577,4.8216424,4.9000626,4.8359146,4.8181505,5.0529623
2008-07-16 12:00:00,4.140309,4.4701138,4.366113,4.726327,4.6470566,5.3314447,5.201478,4.722362,4.8387156,4.8551083,4.7682815,4.499853,4.67055,5.3507323,4.804252,4.381505,4.2472205,4.8395376,5.15622,4.472204,4.6435823,5.189983,4.7720165,5.0668864,4.307867,4.845624,5.4716797,5.260994,4.844726,5.097239,4.727633,4.7812676,4.9879355,4.6796784,4.622887,4.881572,5.3471584,4.913976,4.9221926,3.721616,5.0986414,5.0967345,5.1925235,4.781599,5.1091785,4.8036246
2008-08-16 12:00:00,4.772242,4.8034887,5.592108,5.0631576,4.9112377,5.4591413,5.355276,4.6738825,4.555565,5.0554943,4.905087,5.086295,5.0433874,5.3296967,4.9984016,5.359286,4.701795,5.3051004,5.205349,4.7026615,5.1577625,5.7562375,5.262257,5.2079563,5.343438,5.1068993,5.0202804,5.307335,5.1874676,5.0551267,5.291196,4.83369,4.941342,5.197898,4.4852505,4.8594112,5.404493,5.216878,5.498545,4.9805746,4.735438,5.438413,5.2777486,4.851077,5.7444406,4.793086
2008-09-16 00:00:00,5.62839,5.74909,5.0808206,5.3753924,4.992374,5.316567,5.475773,4.998867,5.692186,5.163887,6.137789,5.88637,5.2965217,5.810213,5.480568,5.1957984,5.289471,5.719957,5.8483677,5.2162237,5.6076136,5.3018556,5.5987067,5.869593,5.3617578,5.3547945,5.503118,5.3499646,5.0997033,5.59848,5.191172,5.1191597,5.567976,5.357145,5.595318,5.7193184,5.7796803,5.434742,5.2229156,5.448425,5.772161,5.677999,5.7949643,5.5927243,5.43328,5.697497
2008-10-16 12:00:00,6.149317,5.876381,6.1902204,5.613373,5.3784933,6.060652,5.4787807,5.606112,5.9102488,5.1914716,6.403306,5.0221667,5.7889504,5.756262,5.700397,5.732685,5.7470922,5.401869,6.26799,6.640598,5.947386,5.835307,5.7611384,6.0495987,5.2009735,5.765337,6.1090465,5.9387417,5.4654007,5.8939757,5.907694,5.951629,5.929495,5.85433,6.0686817,5.629731,5.654502,5.737461,5.9105663,5.7390046,5.99076,6.0557356,5.8065577,6.94227,5.8181095,5.869375
2008-11-16 00:00:00,5.6228514,5.494707,5.864149,5.8099236,6.10826,5.678694,6.073141,5.6029005,6.211946,6.1872654,6.5844655,6.006468,6.5779223,6.038619,5.692139,6.3765893,6.1067467,6.3527923,6.382196,5.3959866,5.9484267,5.9188046,5.905497,5.835,5.593365,5.920254,6.576902,5.524008,5.830874,6.0162377,6.23561,5.9083676,5.8395896,5.706582,6.5905085,4.996977,6.5893803,5.644297,6.1799793,5.9139724,5.673612,5.519187,6.2835703,6.6353855,5.7939606,5.4769473
2008-12-16 12:00:00,5.7477612,6.0289545,5.302693,5.792475,6.1250243,5.6955853,5.663898,5.331106,5.4742475,5.792217,6.934764,5.6563525,5.87329,6.1908445,5.9144077,5.944937,5.6937222,6.4161825,6.192911,5.724378,5.693055,5.187863,6.0322328,6.366627,5.6157074,5.564283,5.126951,5.436006,5.5034056,5.9229155,6.033333,5.483242,5.5725,6.6672206,5.444096,6.006656,6.0561857,5.983606,6.2616825,6.020739,6.3773694,6.1488934,5.926321,6.227611,5.3119392,6.034156
2009-01-16 12:00:00,5.905096,5.9388905,5.4938684,6.411319,6.501468,5.585404,6.1022344,4.8968296,6.2347465,5.345227,5.7963834,6.1200776,6.431883,4.9698443,5.754332,5.976763,6.4420786,6.351326,5.514016,5.6916003,5.6970844,5.5300245,6.044075,5.9544864,5.3206267,5.771187,5.713817,4.9873476,5.9394126,5.143109,6.3616734,5.0882382,6.15291,5.2587447,5.7702794,5.3480997,5.893988,5.6536117,6.0121875,5.831862,5.500259,5.575704,6.018179,6.511515,5.8671546,5.936899
2009-02-15 00:00:00,4.895117,5.427369,6.0148396,5.7643576,5.7863264,4.9151707,5.3176475,5.3475757,5.388997,5.741563,5.1748767,5.3911166,6.0817013,6.04566,6.0526257,5.683037,5.525617,6.095358,5.417002,5.4928837,5.136877,5.560311,5.4603505,5.137266,6.416952,5.1188126,5.877631,5.61706,5.6728406,5.026229,6.3347836,6.447091,5.9003186,6.139705,5.8310113,5.3651676,5.665176,5.517223,5.98632,6.4722447,5.47355,5.5628815,5.929975,6.2828226,5.8578014,5.7125826
2009-03-16 12:00:00,5.3483624,5.25326,4.962477,5.900165,5.205805,5.7030187,5.3453164,5.3160458,5.435111,5.8158345,5.8834667,5.7134266,6.1821947,5.5986743,5.485794,5.0616355,5.368878,5.883655,6.047877,5.247917,5.8122034,6.0549445,5.7057953,5.934668,5.901231,5.3974557,5.795451,5.7470946,5.855039,5.366618,5.6828055,5.499877,5.2254524,5.5721097,5.6074014,5.3272977,5.312729,5.9451184,5.5494065,5.209037,5.435836,5.2788258,5.280553,5.6544094,5.401721,6.52558
2009-04-16 00:00:00,4.8993683,5.8736463,5.2729692,5.2622356,6.126949,5.617095,5.16555,6.3430734,5.6252613,6.1698227,4.8116665,5.921583,5.4256396,6.016485,6.0615616,5.242521,5.4396977,5.949232,6.3509946,5.7120776,5.244048,5.929794,6.3043084,5.487792,6.05233,5.6013355,5.247743,5.6404276,5.1118093,5.5398006,5.96358,5.7488503,5.9295535,5.8912487,5.509125,5.7172675,5.398212,5.36437,5.52298,5.1886997,5.765057,6.232397,5.289455,6.04659,5.6495285,5.706053
2009-05-16 12:00:00,5.3796496,5.9462876,4.3373833,5.4530916,5.418806,5.439426,5.423585,5.7593102,5.2077575,5.902328,4.920538,5.531367,5.286172,5.213333,5.5546775,5.2694674,5.483946,6.0056753,6.0937448,4.9903464,5.150545,5.42499,6.0030003,5.505186,5.693,5.2637024,5.756657,5.465505,5.6130056,5.3702097,4.575871,5.6355777,5.2818365,5.3017855,5.8898754,6.0536704,5.4484997,4.9402785,5.3887024,4.7895484,4.9850216,6.109752,4.929354,5.6498456,6.0250034,5.61317
2009-06-16 00:00:00,4.388145,4.8858213,4.8038116,4.6088924,4.686582,5.7416334,4.8840327,5.32477,4.8902607,5.835278,4.4757957,5.4575896,5.538426,5.1057687,4.4624887,5.200829,5.2043314,4.664343,5.2982416,5.8338914,4.48986,4.8324833,4.623947,5.305943,4.964034,5.974704,5.131646,4.924055,4.533734,3.9607146,4.820182,5.3657784,4.9794126,6.1189823,4.924216,4.6079235,5.5558844,5.59758,5.031222,5.085181,4.8911023,4.8116245,5.030488,4.9059496,4.3373537,5.4317966
2009-07-16 12:00:00,4.588283,4.2487774,4.767568,5.5071235,5.2862525,5.7546315,4.7813096,4.3145394,5.0151534,4.502305,4.3325543,4.7473774,5.233277,5.218508,4.823177,4.534067,5.2964783,5.0690327,4.8879604,4.3966227,4.4711466,4.932211,4.862115,5.0237775,5.2846365,4.9879827,4.714385,5.196027,4.469579,4.7747564,4.753578,4.9873104,5.669161,4.8867507,4.704473,4.8559866,5.8982196,4.751678,4.9115996,4.6699586,4.6270514,4.727785,5.1835794,5.31405,4.5637455,5.4191675
2009-08-16 12:00:00,5.83589,4.722097,4.856114,5.278524,5.639263,5.66001,4.4513054,4.55969,4.6909657,4.994169,4.9188004,5.7156773,4.996607,4.812578,4.615329,4.7948933,4.684835,4.995749,4.8280053,5.107026,5.028372,4.8673615,4.9932904,5.1142187,4.9749274,4.8003354,4.975215,5.5379343,4.4309716,4.951368,5.0172405,4.848403,5.517002,4.9599695,5.2064123,4.9666142,5.1545415,4.992939,4.9144764,4.643492,5.34334,5.007578,5.6167865,5.1840634,5.628593,5.153756
2009-09-16 00:00:00,5.334754,5.812725,5.598766,5.1638227,5.133023,5.953108,4.691161,5.4197574,5.132414,5.94153,5.1048865,5.1675053,5.7052164,5.6219006,5.7643476,5.6288686,4.8930464,5.900811,5.4933953,4.971499,5.013517,5.3998847,5.565664,5.585308,5.9326925,5.7262063,5.17695,5.9556446,5.6273403,5.6781297,5.5730615,5.9476547,5.399435,5.370776,6.008959,5.214893,5.1198874,5.5505958,5.3370833,5.3043365,5.7128534,5.832755,4.920345,5.813433,5.555822,5.244349
2009-10-16 12:00:00,6.042683,6.48996,5.0932226,6.185828,5.3011355,6.0185304,6.5147276,6.5132265,5.6192875,5.535457,5.7903404,5.3892093,5.628757,5.6881375,5.880004,6.0785327,6.127845,5.8017063,5.8122067,5.9005494,5.8367424,5.7830043,5.4861097,5.533854,5.3550644,6.384714,5.7196646,5.8655415,5.5198436,5.6679645,5.463534,5.640967,5.906744,5.757866,5.451026,5.479973,6.3237586,6.013511,6.222662,5.7624817,5.650857,5.7230062,6.1026263,5.8634624,5.597787,5.6279545
2009-11-16 00:00:00,6.587225,5.3657546,6.0838833,6.0481243,5.587361,5.8220043,5.7665424,5.5294366,5.742345,5.858105,6.1569624,5.8364577,6.7827473,5.967562,5.316363,5.7826767,5.889276,5.823005,6.3882337,6.5428348,5.274068,5.4838476,6.3867097,6.3241444,5.933661,6.4250784,5.940955,6.1305346,5.3784375,5.555592,5.6416144,6.032079,5.4459743,5.9985027,5.730379,5.8268857,5.9279323,6.249805,5.891915,6.1486363,6.212786,6.2291756,6.1686254,6.4576545,5.583256,5.911243
2009-12-16 12:00:00,5.320772,5.8648047,5.682725,5.908724,5.7887554,5.00714,5.152193,5.74044,5.910536,5.890246,5.5047817,5.602115,6.811228,5.3144617,5.462621,5.8739185,5.816393,5.0381827,5.7585416,6.4291205,6.1905284,5.7734356,6.266946,5.5813794,5.6973886,6.5902753,5.371374,5.804804,6.1608114,5.778762,6.2048326,6.6167126,6.0748715,5.7814198,5.6714892,5.471609,5.72458,5.981514,5.4660363,5.3117685,5.378287,5.7929707,5.3393044,6.250028,5.896625,5.609512
2010-01-16 12:00:00,5.991359,5.760409,5.3532352,5.649911,5.5882964,6.167492,6.015173,5.7876115,5.847757,5.9383383,5.9565344,6.6033316,6.0584946,6.1609817,5.5445232,5.7259226,5.644221,6.044691,6.1391535,5.245192,5.988032,6.4831147,5.5588903,5.104207,5.0644393,5.486909,5.978509,4.9327087,5.116198,6.189009,5.676508,6.295161,5.5618067,6.0747733,5.5234013,5.5740843,4.93249,5.3692627,5.864526,5.9457483,6.092499,5.674552,5.77721,5.4728427,5.985372,5.5335307
2010-02-15 00:00:00,5.523048,6.209226,5.3526287,5.4975104,5.082223,6.093808,5.4250274,6.1962476,5.861751,5.300973,5.3961406,5.600543,5.2475305,5.491352,6.09956,5.752109,5.619329,6.246827,5.782598,5.5744877,5.725623,6.070005,5.5344234,5.401151,5.3916364,5.9910073,5.9751062,5.4043484,5.78816,5.9805365,5.9110947,5.236069,6.2776046,5.402431,6.033355,5.0730906,5.3286114,6.381717,5.826979,5.907152,5.8372173,5.2429485,5.5672665,6.1903987,5.8534184,5.4432216
2010-03-16 12:00:00,5.714059,6.562453,6.0024185,5.334745,6.0807705,5.551141,5.653271,4.8101077,5.5735908,5.201147,5.2445364,5.271071,5.153514,5.456152,5.243725,5.750887,5.4643207,5.6772556,5.6960883,5.077168,4.8450074,6.445408,5.6977997,5.779776,5.66773,5.6322217,5.775748,5.653133,5.55484,5.4982157,5.5344815,5.188846,5.319021,5.9906316,5.570199,5.1248193,5.2435384,6.027872,6.208517,4.934473,5.636441,5.724611,6.034072,5.0407333,5.7922993,5.521879
2010-04-16 00:00:00,5.7712345,6.123269,5.605822,5.809105,6.728607,5.8540215,5.5215397,5.336552,5.5986967,5.4969087,5.305658,5.729236,5.4644666,6.1161737,5.850779,5.4638834,5.251208,5.9820194,5.1683345,5.0151844,5.5396967,5.3678865,5.4073625,5.125118,5.8187366,5.6420712,4.9310474,5.3397193,5.9146523,5.2780385,5.54994,5.0539856,5.391704,4.924864,5.55027,4.732128,6.1446385,6.04786,5.6779213,5.57567,5.2738485,5.6996875,5.9602304,5.3052735,6.444424,5.8995347
2010-05-16 12:00:00,5.32954,5.454977,4.4253564,5.196497,5.682166,5.120653,4.754556,5.1380987,5.282623,6.5290184,5.6613064,5.2005787,4.962982,5.8559637,4.9345813,5.062545,4.892425,4.642321,4.8922133,4.874738,5.5802784,5.7172523,6.2786274,5.276845,5.20543,5.3979316,5.9158154,5.5375752,5.262786,5.5128946,4.8138156,5.3175254,5.5238667,4.669055,5.6962814,5.0606174,5.6183352,6.0599146,4.9293485,5.280049,5.4516606,5.0115914,4.8049254,5.3559136,5.658233,5.9567657
2010-06-16 00:00:00,4.469179,5.731119,4.321821,5.075838,4.541723,4.361535,4.9184895,5.3989487,6.127983,4.9692655,4.4588156,4.6194177,5.410779,5.275845,4.6936088,4.923834,5.160506,5.261364,4.513422,4.6448617,4.578449,4.843958,5.119726,4.997449,4.321267,4.426411,5.6393375,5.032675,5.3115683,5.2653313,4.8225427,4.6066675,4.637144,5.611067,4.9399104,4.8901615,4.8574057,4.986541,4.57701,4.6594534,5.0440416,5.939994,5.1789517,5.260208,5.152017,4.783967
2010-07-16 12:00:00,5.314924,4.976931,4.1626506,4.8234496,4.883464,5.141574,5.8109446,4.6132445,4.49354,5.089033,4.905888,4.12709,4.282351,5.0779405,5.15949,4.463063,4.779696,5.0533147,4.8627567,4.885508,5.163511,5.207859,4.4498434,5.1165247,4.9727893,5.0645895,5.0806103,5.3166165,5.0464826,4.419569,4.8939075,4.328997,5.3598676,5.611912,5.1078362,4.9524145,4.893001,4.2855234,4.8358536,4.7109995,4.3725705,4.546202,4.9956946,4.8425503,3.9420123,5.209998
2010-08-16 12:00:00,4.9937396,5.265062,5.101794,4.9652963,5.4051275,4.7490506,5.741224,4.996513,5.1740603,5.1593223,5.1516495,5.3432026,4.5412273,4.8065042,5.681474,5.2743607,5.5661902,4.810302,5.1636786,4.683176,4.8015494,5.0520916,5.7321587,5.284777,4.6839757,5.3114667,5.063534,5.5585775,4.4702687,4.703681,4.955544,5.2876034,5.672748,6.078886,4.811299,4.650224,5.4133487,4.9606323,4.82817,4.1891284,4.3481407,4.892674,4.716852,4.8262997,4.87807,5.040531
2010-09-16 00:00:00,5.583786,6.211498,5.886075,5.423694,5.503251,5.3761473,5.8205633,5.680192,5.6817474,5.7873363,5.6235023,5.5013404,6.0167665,5.4491096,5.731722,6.1886716,6.0838847,5.401088,5.956827,5.072635,5.351736,5.046848,6.23915,5.1590786,5.421928,6.100218,5.268468,5.2268696,5.6715903,5.620698,6.0824513,5.008416,5.5108933,5.9309897,5.703356,5.223369,5.1317315,5.5184927,5.689136,6.273639,5.0193276,5.4283657,4.8086658,5.404915,5.5672092,5.7977743
2010-10-16 12:00:00,6.064755,5.642192,6.2919307,5.7959375,5.706241,6.036127,5.6923256,6.1400156,5.1987643,7.2516904,5.7002187,6.3244405,5.460997,6.345132,5.7624874,5.776624,5.6540995,5.3198476,5.95912,5.587268,5.711884,5.3326883,5.662913,5.418334,5.6032977,5.440853,5.894048,6.2478867,5.6730623,5.9852147,5.4011965,5.980692,5.521271,5.578443,6.2791896,5.914512,5.6828403,6.0122113,5.2397037,6.443258,5.2092113,5.5671506,5.913592,5.7800865,5.877837,6.3035636
2010-11-16 00:00:00,6.0710444,6.3913326,6.353261,6.1535764,6.015105,6.3057156,6.4318676,5.90166,6.1074505,5.8376307,5.4258204,5.824783,5.5593143,6.0883775,5.883272,4.992155,6.165468,5.922788,5.4830847,5.9894466,5.817912,6.9955463,6.072266,5.30784,5.25459,6.211138,5.7622123,5.487438,5.240526,5.4877896,6.2899265,5.6899242,5.965281,6.1734524,6.06101,6.3343353,6.6474357,5.683671,6.2205863,5.560669,6.040552,5.9389677,5.7705083,6.0983195,5.366106,5.9192314
2010-12-16 12:00:00,5.753988,5.530972,6.3881474,5.7971554,4.8653927,6.034206,5.90333,5.897064,5.5453415,5.745148,5.7323194,5.8188686,5.79509,6.387618,6.0135446,5.6091123,5.710951,5.373409,5.8456173,5.3864856,5.469233,5.423766,5.8515506,5.9627,5.8209867,5.2606945,5.496277,5.579956,5.621088,5.418979,5.713136,5.0106616,5.294739,5.6246777,5.392638,5.687273,5.28,6.04847,6.0374765,4.881991,5.5819554,5.8617845,5.40484,5.988039,5.391735,5.6770225
2011-01-16 12:00:00,5.531628,5.6120014,6.2500515,5.930977,5.4585414,5.863802,5.908864,5.803456,5.8712964,5.3959484,5.52224,6.4521646,5.73207,6.0530643,6.364623,6.5376263,6.4213195,5.6120086,5.550004,5.562174,5.79683,5.5875497,5.8315234,5.6220145,5.9839063,5.295046,5.466945,5.179637,5.172596,5.9809747,6.1621933,5.9612575,6.430866,5.6130924,5.4731827,5.6370564,5.4700403,5.4979095,5.72748,5.4635553,5.9129806,6.6895695,5.750982,5.674967,6.1889067,5.8240714
2011-02-15 00:00:00,5.7384205,5.35249,5.2657065,5.205604,6.4832287,5.6953473,5.880964,6.161972,5.935669,6.18517,6.425028,5.5238853,5.556028,5.6110067,5.326662,6.3369923,5.779244,5.8727026,5.754832,5.536127,5.761927,5.555963,5.3832135,5.9756565,5.392842,5.4709835,5.2698708,5.4714093,5.8732204,5.3262033,5.4013596,4.9071445,5.867642,6.1897526,5.18849,5.506658,5.0716867,5.7207766,5.6579714,5.968557,5.78541,6.325415,5.66441,5.364525,6.1968265,5.2692204
